product_id,brand,title,price,category,rating,image_url,product_url
B0CBWQ1JKB,Qiccijoo,Canvas Travel Duffle Bag for Women Men 50L Expandable Gym Bag Flight Approved Carry On Large Business School Weekend Overnight Tote Crossbody Luggage (Black),95.2,Luggage,4.5,https://m.media-amazon.com/images/I/71AXPdiyImL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CBWQ1JKB
B000RM6ZIW,Havaianas,HAVAIANAS BRASIL Unisex Adult Flip Flops,70.86,Shoes,4.5,https://m.media-amazon.com/images/I/61gloLmc59L._AC_UL320_.jpg,https://www.amazon.ae/dp/B000RM6ZIW
B0BCFZYRL9,YOI,Kids Classic Round Neck Tee - Short Sleeves,28.9,Made for Amazon,3.7,https://m.media-amazon.com/images/I/91ByuqNn8ML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BCFZYRL9
B0DWV6F4DX,Casio,Watch,300.0,Watches,,https://m.media-amazon.com/images/I/81Bo7qj7JlL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DWV6F4DX
B07B8RTM9J,Crocs,Crocs Bayaband Slide Unisex Adult unisex-adult Slide Sandal,134.55,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71GI8bhLm-L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07B8RTM9J
B0DG5RZ1CL,Timberland,mens Exeterriver-Brushedbackfullziphoodi SWEATSHIRTS,205.0,Sportswear,,https://m.media-amazon.com/images/I/51jwCwEcYeL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DG5RZ1CL
B01H4CW8S8,PUMA,Tazon 6 Fm Men's Competition Running Shoes,170.91,Shoes,4.4,https://m.media-amazon.com/images/I/51irtXxCicL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01H4CW8S8
B07Z2KFWDT,ÖGON -DESIGNS-,"Aluminum card holder with metal lock, RFID Protection against fraud and demagnetization, Compact wallet, Smart Case OSLO model",109.0,Wallets,4.4,https://m.media-amazon.com/images/I/61g36AitrAL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07Z2KFWDT
B00LJKK13Q,S-ZONE,Oversized Canvas Genuine Leather Trim Travel Tote Duffel Sport Duffle Overnight Weekender Shoulder Bag Carry on,307.1,New season,4.6,https://m.media-amazon.com/images/I/71+Gabv3Y4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B00LJKK13Q
B0CL9G78X6,PUMA,mens Essentials+ Sweat,118.5,Sportswear,4.0,https://m.media-amazon.com/images/I/51t+YrUrtxL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL9G78X6
B0BYVJ3FQQ,Generic,"Travel Shoes Bag with Portable Handle, Waterproof Storage Shoes Pouch Holds 3 Pairs for Travel and Daily Use (Black)",26.09,Luggage,4.0,https://m.media-amazon.com/images/I/61woaVFjcrL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BYVJ3FQQ
B08JVDFQ8X,Diverse,Men's Printed Boxers Pack of 2,29.0,Made for Amazon,3.8,https://m.media-amazon.com/images/I/91tNMuLmVkL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08JVDFQ8X
B0F5BHR928,ASICS,GEL-DEDICATE 8 PADEL mens PADEL TENNIS SHOES,229.0,Shoes,4.1,https://m.media-amazon.com/images/I/51C8DDG32pL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F5BHR928
B0BD55MBYN,MISS OLIVE,Miss OliveWomen's Round Neck 3/4 Sleeve Top(MOAW14TP01-84),34.0,Made for Amazon,3.6,https://m.media-amazon.com/images/I/61Xd965KaLL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BD55MBYN
B086ZMN1R3,Under Armour,Girls' Rival Fleece Joggers,116.48,Outlet,3.7,https://m.media-amazon.com/images/I/51oP9pjdXvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B086ZMN1R3
B09YXNJXJS,PUMA,Men's Smash 3.0 Basketball,159.21,Shoes,4.4,https://m.media-amazon.com/images/I/61hd-YFceoL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09YXNJXJS
B07RS2K6X4,Dubulle,"Extra Long 63"" Tie for Men with Pocket Square Cufflinks Big and Tall Necktie Set",98.32,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71ux9O-ExdL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07RS2K6X4
B0C8M7T912,Threningloe,"Silicone Makeup Brush Storage Bag,Travel Cosmetic Bag for Women,Zipper Cosmetic Bag,Organize The Beauty Tools For Easy Storage,The appearance of a diamond-shaped pattern. (Black)",21.5,Luggage,4.8,https://m.media-amazon.com/images/I/61tMlJGlLlL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8M7T9
B0BS543QDS,GUESS,"Womens Noelle Girlfriend Satchel Satchel, Top Handle",359.0,Handbags,4.5,https://m.media-amazon.com/images/I/71P+zsYaK2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BS543QDS
B08V1PTB9N,CHANPINCL,"Mens Genuine Leather Zipper Wallet RFID Secure Large Capacity Double Fold Multi-card Leather Wallets for Men and coin purse, Calf leather black, One size, Classic",104.5,Wallets,4.5,https://m.media-amazon.com/images/I/81ULJA5d2CL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08V1PTB9N
B09RV1MMQX,iQIBLA,iQIBLA Smart Tasbih Zikr Ring- Muslim Prayer- Prayer timing reminder- OLED display- Tasbih Counter- Smart Ring- Wearable Technology- Waterproof Black 22mm- E0120BK- 20mm- USB,40.1,Accessories,4.1,https://m.media-amazon.com/images/I/611s-FbEaDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09RV1MMQX
B0CB7TTDP3,Reebok,Classic Leather boys Shoes,62.57,Shoes,4.4,https://m.media-amazon.com/images/I/71IHNBxYBeL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CB7TTDP3
B0DNN8BRQG,Scholl,Didier mens Sandal,223.31,Shoes,4.1,https://m.media-amazon.com/images/I/51Jq+QtmGZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DNN8BRQG
B09C8LJJQP,Centrino,Men Formal Shoe (8672-1),27.15,Made for Amazon,3.9,https://m.media-amazon.com/images/I/61BX2JgvXQL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09C8LJJQP
B097S1838V,DKNY,womens Elissa Lg Shoulder B Shoulder Bag,448.5,Handbags,4.2,https://m.media-amazon.com/images/I/916J4-J0edS._AC_UL320_.jpg,https://www.amazon.ae/dp/B097S1838V
B07864V3RX,Herschel,Herschel Roy RFID,64.0,Wallets,4.7,https://m.media-amazon.com/images/I/91xWfPO+6HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07864V3RX
B097K26Q22,Vomgomfom,Straw Shoulder Bag Straw Clutch Women Hand-woven PomPom Straw Crossbody Bag Summer Beach Envelope Purse Wallet,30.0,Handbags,4.4,https://m.media-amazon.com/images/I/61TssvzeF9L._AC_UL320_.jpg,https://www.amazon.ae/dp/B097K26Q
B0CHN6G13H,Generic,"4 Silicone Travel Bottles for Toiletries with Labels & Clear Toiletry Bag TSA-Approved, Leak-Proof, for Shampoo, Lotion, Soap, Perfect for Traveling, Gym, Camping (90ml)",29.99,Luggage,4.7,https://m.media-amazon.com/images/I/61x9OarXM5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CHN6G13H
B08925N8M5,SGMWVB,Baby and Toddler Boys' 3-Piece Swimsuit Set Kids Bathing Suit Swimwear with Hat Surfing Suit UPF 50+ FBA,59.3,New season,4.7,https://m.media-amazon.com/images/I/61lQw60vjFS._AC_UL320_.jpg,https://www.amazon.ae/dp/B08925N8M
B0BVW75MH5,styleville.in,Stylevile Long Maxi Dress,54.0,Made for Amazon,3.8,https://m.media-amazon.com/images/I/51-IQvUP1LL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BVW75MH
B078PHC6YZ,Vans,Camden Platform Womens Low-Top Sneakers Shoes,189.0,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/61b0gQfs5HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B078PHC6YZ
B098F64VFC,JCB,"Soft Grain Leather Wallet - Built-in RFID Technology - Mens Accessories - 8 Credit Card Holder - Includes Zip Coin Pocket, Flap ID Holder - Designer Wallets for Men - Gift Boxed, Tan, ID Pocket",105.07,Wallets,4.4,https://m.media-amazon.com/images/I/61tCSKq+5LL._AC_UL320_.jpg,https://www.amazon.ae/dp/B098F64VFC
B07P9VDQH3,Casio,"Men's Watch - AE-1400WHD-1AVDF Grey Dial, Silver Band",124.27,Outlet,5.0,https://m.media-amazon.com/images/I/71wCEzDhsjL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07P9VDQH3
B07G3CMJTG,Fossil,Men's Stainless Steel and Genuine Leather and/or Beaded Bracelet for Men,154.18,Accessories,4.4,https://m.media-amazon.com/images/I/61pJ7ilXLrL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07G3CMJTG
B0CKQQTZD2,BAOHULU,Gymnastics Leotards for Toddler Girls Patriotic Sparkle Red Blue Athletic Dancewear,70.13,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/71Fo0RDR1vL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKQQTZD
B002SG6ZBW,Casio,Digital Dial Resin Band Watch,56.0,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71DYZzO8TyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B002SG6ZBW
B073JTJQG7,Steve Madden,M-bobby mens Oxford,200.35,Shoes,4.3,https://m.media-amazon.com/images/I/81AReAQcYrL._AC_UL320_.jpg,https://www.amazon.ae/dp/B073JTJQG7
B010RSCHLE,ECCO,"Flash Gladiator, Flat Sandal Womens, Red",729.49,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/61pIW9aA7KL._AC_UL320_.jpg,https://www.amazon.ae/dp/B010RSCHLE
B0FG37VKKK,JANSPORT,Cross Town Plus Medium laptop backpack Navy EK0A5BLBN541,125.0,New season,,https://m.media-amazon.com/images/I/81xyh-sPn3L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0FG37VKKK
B0CG1L2ZR3,ah arctic hunter,"Artic Hunter Golden Wolf Travel Daypack Water Resistant Anti-Theft 17 inch Shoulder bag with built in USB port and 3-Digit Combination Lock for Unisex, GB00397",109.0,Luggage,3.5,https://m.media-amazon.com/images/I/81TePE8eoUL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CG1L2ZR3
B09Z6Q7J7N,Ellesse,Filippo Slide womens Slides,19.0,Outlet,3.4,https://m.media-amazon.com/images/I/31XcuOHME0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09Z6Q7J7N
B07KGH99D8,Geoffrey Beene,Men's Braided Genuine Leather Bracelet with Stainless Steel Closure,134.59,Accessories,4.5,https://m.media-amazon.com/images/I/51Td-1greeL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07KGH99D8
B0F2THH18Q,Generic,"Genuine Leather Wallet for Men - Head Layer Cowhide Retro Casual Business Wallet, Anti-Theft Swipe Small Passport Cover Bag (Yellowish Brown)",32.99,Wallets,,https://m.media-amazon.com/images/I/61Xr2FuU7OL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F2THH18Q
B09TT3RYL6,TRETORN,Meg Womens Slip on Sneakers | Scrunch Back Slide Cushioned Insole & Rubber Outsole womens Meg Womens Slip On Sneakers | Scrunch Back Slide Cushioned Insole & Rubber Outsole,141.91,Outlet,3.8,https://m.media-amazon.com/images/I/51uAyBSXAEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09TT3RYL6
B0BQW1N5K1,New Balance,880 mens SHOES,369.3,Shoes,4.2,https://m.media-amazon.com/images/I/61nn137OMwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BQW1N5K
B0DJFG77WL,adidas,Men's Climacool Camo Training Graphic T-shirt GRAPHIC TEE (SHORT SLEEVE) (pack of 1),101.0,Sportswear,4.4,https://m.media-amazon.com/images/I/71ONT+ThV+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DJFG77WL
B0B6HYPY4B,ZAVERI PEARLS,Multicolor Beaded Contemporary Butterfly Studs Earring For Women-ZPFK14364,18.34,Outlet,4.0,https://m.media-amazon.com/images/I/71KAFRREFuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B6HYPY4B
B00GRRNN72,Casio,"Men's Watch - MTP-1374D-7AVDF Silver Dial, Silver Band",178.75,Watches,4.2,https://m.media-amazon.com/images/I/616QGPjmDOL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00GRRNN7
B09ZKZVJRZ,VASSAGO,Ankh Cross Eye of Horus Necklace Coptic Ankh Cross Religious Pendant Eye of Horus Necklace Stainless Steel Ancient Egyptian Eye of Horus Protection Jewelry Gift for Mens Women,34.58,Accessories,4.4,https://m.media-amazon.com/images/I/41-WIwg1r6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09ZKZVJRZ
B0DQGTMG36,KASTWAVE,"Mini Crossbody Bags for Women, Magnetic Snap Trendy Small Crossbody Bag, PU Leather Mini Purse Handbag, Dual Purpose Classic Shoulder Bag with Top Handle, White",59.99,Handbags,,https://m.media-amazon.com/images/I/61Le4KSukTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DQGTMG36
B09642TGPX,Crocs,Crocs Toddlers' Classic Clog unisex-baby Clog,103.0,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/71jX6SsahNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09642TGPX
B0BYZ4CZG7,ASICS,Womens Handbag Tote Shoulder Purse Leather Purses and Handbags Satchel Tote,45.0,Handbags,3.5,https://m.media-amazon.com/images/I/612tbdguFXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BYZ4CZG7
B07G4CSW11,TOMS,Carlo Mens Sneaker,229.0,Shoes,4.2,https://m.media-amazon.com/images/I/81KYpKjFVAL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07G4CSW
B082F1T9NK,Nunn Bush,Lincoln Classic Penny Loafer Slip-On mens Slip-On,288.91,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71zybEIZxSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B082F1T9NK
B0D6PF2HFN,Skechers,GO RUN 7.0 mens Sneaker,229.0,Shoes,5.0,https://m.media-amazon.com/images/I/81sfVVGy+pL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D6PF2HFN
B0BWJF282J,mighty wallet,"Stitched Dynomighty Tyvek Billfold Wallets, Card Case - Alaskan map, Explorer Map",103.87,Wallets,4.9,https://m.media-amazon.com/images/I/610kRqcPtEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BWJF282J
B09GH8DJ5J,Crocs,Unisex Adult 207521-001 Crush Clog Blk,,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/717XgIzBP4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B09GH8DJ5J
B0BJ9J1GFH,adidas,mens Train Essentials Training T-Shirt,63.22,New season,4.4,https://m.media-amazon.com/images/I/71PaJCc1XFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BJ9J1GFH
B0BQVQVF7G,Fossil,"Raquel Watch for Women, Quartz movement with Stainless steel or leather Strap",379.0,New season,4.3,https://m.media-amazon.com/images/I/51GoifB9vtL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BQVQVF7G
B0B82PYZZ3,ProCase,"ProCase Cap Organizer, Hat Travel Hard Case with Adjustable Bag Strap and Carrying Handle, Baseball Cap Holder Storage Box for 7 to 8 Caps -Black (Case Only)",53.99,Most-Loved Fashion,4.8,https://m.media-amazon.com/images/I/71sWYMcDlaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B82PYZZ3
B0BZWW1B2P,Under Armour,Ignite Select mens Slide Sandal,104.63,New season,4.6,https://m.media-amazon.com/images/I/31l2V4wNCWL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BZWW1B2P
B09773SB4K,Crocs,Toddlers Bayaband Clog T,148.52,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71et26STNFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09773SB4K
B072C23G26,Geek-M,Collar Pins for Men Safety Pin Style Tie Bar for Wedding Business 3 Pcs,39.0,Accessories,4.5,https://m.media-amazon.com/images/I/711SvBJBRuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B072C23G26
B07K2KHZGM,adidas,Adilette Aqua unisex-adult Slide Sandal,71.0,New season,4.2,https://m.media-amazon.com/images/I/31brZ7axHRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07K2KHZGM
B0F1Y7M7X6,Generic,"Trendibazzar 4 in 1 Women's Tote Bags, Zipper Shoulder Bag, Crossbody Bag, Black Leather Handbag, Navy Blue, Bohemian",154.0,Handbags,,https://m.media-amazon.com/images/I/71KrqIuNT6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F1Y7M7X6
B083YZ1S5N,Clarks,Bushacre 3 mens Chukka Boot,289.0,Shoes,4.3,https://m.media-amazon.com/images/I/71OEy3oYW+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B083YZ1S5N
B07P2LPBR9,Burwood,Men BWD 139 Leather Flip Flops Thong Sandals,21.69,Made for Amazon,3.4,https://m.media-amazon.com/images/I/71EKEEA6K1L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07P2LPBR9
B09C8JL5DL,Centrino,Men's Formal Shoe,34.0,Made for Amazon,3.3,https://m.media-amazon.com/images/I/71OPo7I5vwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09C8JL5DL
B0BZ44T8V7,Excefore,"Deformation Ring Fidget Necklace,Vintage Handmade Pendant Necklace,Fashion Anxiety Necklaces Couples Necklace Adjustable For Men",42.29,Accessories,5.0,https://m.media-amazon.com/images/I/61wgyDJ7JFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BZ44T8V7
B07W4WP37X,Momstory,Rayon Pleated Maternity Dress,37.82,Made for Amazon,3.8,https://m.media-amazon.com/images/I/91z+99Qg--L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W4WP37X
B08664LNRR,Crocs,Crocs Classic Clog mens Clog,127.51,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/61SuPkDGYfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08664LNRR
B07N88X8RF,Baggallini,Women's Baggallini Soho Backpack Soho Backpack,265.91,Luggage,4.6,https://m.media-amazon.com/images/I/71oIuPDVJeL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07N88X8RF
B072BCKZGH,LifeStride,LifeStride Women's Aliza Flat,77.35,Outlet,4.2,https://m.media-amazon.com/images/I/71tgIR8M40L._AC_UL320_.jpg,https://www.amazon.ae/dp/B072BCKZGH
B09CQHSJ2H,BULL GUARD,"RFID Genuine Leather Trifold Wallets for Men ID Window, Secret Pocket, Coin Pocket - Forest Brown, Modern",148.22,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/91b6+dAwPYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09CQHSJ2H
B09GPMSGP2,Bourge,Men's Loire-z-200 Sports Shoes,17.59,Made for Amazon,3.5,https://m.media-amazon.com/images/I/71DH+QIZcUL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09GPMSGP
B0B63MNPBB,JACK & JONES,Men's Silas Leather Cardholder,56.0,Wallets,4.5,https://m.media-amazon.com/images/I/71lDdhtRFRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B63MNPBB
B0B2WLJ351,WoodWatch,Wood Watch Open-Heart Sailor CLASSIC Gents (SKU No. WW-CLH-1KBG),183.26,Watches,,https://m.media-amazon.com/images/I/516QXgjWwJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WLJ3
B0BVZCKS45,Beauenty,Mens Toiletry Bag Travel Toiletry Organizer Dopp Kit for Men Water-resistant Shaving Bag for Bathroom (Black),53.1,Luggage,4.6,https://m.media-amazon.com/images/I/71fEQqeIIHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BVZCKS4
B08L8RS2GY,Michael Kors,Michael Michael Kors Jet Set Charm Small North/South Chain Phone Crossbody,489.0,Outlet,,https://m.media-amazon.com/images/I/91MaxU46zcL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08L8RS2GY
B0D7CMT4YN,Swatch,Omega x Swatch Moon Swatch MISSION ON EARTH - DESERT Speedmaster,1399.0,Watches,3.4,https://m.media-amazon.com/images/I/71g1JgEQrTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D7CMT4YN
B0BPSL3LJ8,adidas,Unisex Cushioned Sportswear Ankle Socks 6 Pairs SOCKS for Unisex ANKLE SOCKS,59.0,New season,4.6,https://m.media-amazon.com/images/I/71JNvSE93rL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPSL3LJ8
B08FVSK445,Clarks,Shacre Boot Men's Ankle Boot,342.46,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71QceYwstPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08FVSK44
B000GB1R8M,Casio,"Men's DW290-1V Classic Sport Watch, Black, DW-290-1V, Black, DW-290-1V",142.5,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/51WehD6KWcL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000GB1R8M
B082N52C9G,Skechers,ON-THE-GO DREAMY - NIGHTOUT womens Ballet Flat,212.55,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/619edXOlRTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B082N52C9G
B0853411HD,HAOGUAGUA,"Heavy Duty Leak Proof Clear Travel Bags for Toiletries, Transparent Makeup Cosmetic Bag with Zipper and Handle, 1PCS Pink, Large",37.9,Luggage,4.6,https://m.media-amazon.com/images/I/71p96clk5ML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0853411HD
B0DN18FJRL,YANEK,"Super-Soft Turkish Fleece Hoodie Pullover | Premium Quality, Eco-Friendly, Warm & Durable Sweatshirt with Kangaroo Pocket, Adjustable Drawstrings, and Ribbed Cuffs for Men & Women",129.99,Sportswear,5.0,https://m.media-amazon.com/images/I/61kBebbr-1L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DN18FJRL
B07MSJ5D62,KRAVE,Women's Striped Regular Top,15.57,Made for Amazon,3.6,https://m.media-amazon.com/images/I/81L6ZiulYmL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07MSJ5D6
B0BPYNHSDS,styleville.in,Women's Wrap Midi Dress,49.0,Made for Amazon,3.3,https://m.media-amazon.com/images/I/51DuLBx6AgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPYNHSDS
B0BQJ749QG,Gocokia,New Handbags for Women Multi Pockets Casual Cross-body Bags Ladies Waterproof Purse and Shoulder Bags Slightly Messenger Bags for Daily Use - Brown,39.99,Handbags,3.3,https://m.media-amazon.com/images/I/61QzRj1cv+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BQJ749QG
B09773DNL4,Crocs,Unisex Adult 10001-1Lm Classic Clog,79.0,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/71nIV2HxXQL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09773DNL4
B0B1PGGHNS,Calvin Klein,MOLTEN PEBBLE FAMILY Women Jewelry,44.17,Outlet,5.0,https://m.media-amazon.com/images/I/51Tc6TtJOrL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1PGGHNS
B0CN9SP9R5,The North Face,The North Face Vault Men's Outdoor Backpack,318.0,New season,4.8,https://m.media-amazon.com/images/I/81NrWgCv+QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CN9SP9R
B0F9YKWYMM,Nike,Unisex Heritage Retro Pack Handbag,116.0,New season,,https://m.media-amazon.com/images/I/71RejxvzN2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F9YKWYMM
B0BCQFP53S,Timex,Timex Essex Avenue Men's Analogue Quartz Bracelet Watch City Collection,239.0,Watches,4.1,https://m.media-amazon.com/images/I/81RNup2Z5YL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BCQFP53S
B09JB7QVPQ,Diverse,Men Cotton Lyocell Printed Straight Kurta,41.68,Made for Amazon,4.5,https://m.media-amazon.com/images/I/81XiBMtvyJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09JB7QVPQ
B0F1MCZRP3,Tommy Hilfiger,MEN'S IONIC PLATED BLACK STEEL & BLACK HEMATITE & BLACK ONYX & BLU BEAD BRACELET - 2790630,150.0,Accessories,1.0,https://m.media-amazon.com/images/I/51PX0sVeLgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F1MCZRP3
B0CZHDMQHJ,VELEGO,"6 Pcs Adjustable Braided Cord Bracelet,Nautical Braided Rope Bracelets Set, Handmade Navy Marine String Bracelet with Metal Knot, Men Women Braided Bracelets Gifts",24.99,Accessories,4.3,https://m.media-amazon.com/images/I/71nBQs5ylrL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CZHDMQHJ
B0CY8FMD8F,Casio,General Line Watch: Turquoise LRW-200HS-2EVDF,105.0,Outlet,1.0,https://m.media-amazon.com/images/I/71PU1VTW5mL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CY8FMD8F
B08BTKX4V2,ECCO,Mx M Low Men's Low-Top Sneakers,526.23,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/41hxhukwlLL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08BTKX4V
B06X16VNY5,Hebetag,mens Bl682 Travel Accessory- Travel Wallet,155.89,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/610ka1lz9jL._AC_UL320_.jpg,https://www.amazon.ae/dp/B06X16VNY
B0CTCDGLB6,ILLIMITE,Melting Automatic Watches for Men Pea001 Bidirectional Self-Winding Mechanical Women Watch with Stainless Steel Band 3ATM Art Surrealist Waterproof Wristwatch,599.75,Watches,4.5,https://m.media-amazon.com/images/I/71WmtMD-fZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CTCDGLB6
B07DPDB792,Kenneth Cole,Kenneth Cole Men's Unlisted Dress Shirt Solid,36.99,New season,4.3,https://m.media-amazon.com/images/I/71408OKMAML._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DPDB79
B0BCG1SRTK,KRAVE,Women Blue & White Striped Empire Dress,30.69,Made for Amazon,,https://m.media-amazon.com/images/I/91u8GRaDguL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BCG1SRTK
B09VY1DQMB,adidas,Galaxy 6 W womens Shoes,151.14,New season,4.1,https://m.media-amazon.com/images/I/51KBzeCKNsL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09VY1DQMB
B0BPM8NGX1,NALACAL,"Wallet Men for AirTag, Slim Minimalist Metal Wallet with AirTag Holder, Carbon Fiber RFID Blocking Credit Card Holder for Air Tag Wallets with Money Clip, Black",60.46,Wallets,3.1,https://m.media-amazon.com/images/I/61SRXfW+HLL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPM8NGX
B07TDT47D8,KRAVE,Women's Striped Regular Top (SS19KRAVECORDY_YN_Yellow/Navy,19.28,Made for Amazon,4.0,https://m.media-amazon.com/images/I/91z9euPETIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07TDT47D8
B0BPS48THR,MISS OLIVE,Women's Slim Fit Mini Premium Polyester Dress (MOSS23D31-36-163-05),20.44,Made for Amazon,,https://m.media-amazon.com/images/I/71hRzF9nCyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPS48THR
